DR_NO,Status,Status Desc
200509848,AO,Adult Other
200206685,AO,Adult Other
201518990,AO,Adult Other
201206198,AA,Adult Arrest
201318121,IC,Invest Cont
202114782,AA,Adult Arrest
200605978,AO,Adult Other
200607554,IC,Invest Cont
201711830,AO,Adult Other
201504909,AA,Adult Arrest
202010045,AA,Adult Arrest
200415921,AO,Adult Other
201615303,AO,Adult Other
200508359,IC,Invest Cont
200508596,AA,Adult Arrest
202114931,AO,Adult Other
201313945,AA,Adult Arrest
200319992,IC,Invest Cont
200509491,AA,Adult Arrest
200510333,IC,Invest Cont
200513375,IC,Invest Cont
202004432,AO,Adult Other
201812527,IC,Invest Cont
200120870,AO,Adult Other
201818523,AO,Adult Other
200321837,IC,Invest Cont
200908636,AO,Adult Other
201817335,IC,Invest Cont
202104033,IC,Invest Cont
200909243,AO,Adult Other
202007264,AA,Adult Arrest
200807571,AO,Adult Other
201111934,AO,Adult Other
201816929,IC,Invest Cont
201815482,IC,Invest Cont
201812632,IC,Invest Cont
200716289,IC,Invest Cont
200316897,AA,Adult Arrest
201313765,AA,Adult Arrest
201315983,IC,Invest Cont
200507682,AO,Adult Other
200217105,AO,Adult Other
201911352,IC,Invest Cont
201108061,AO,Adult Other
202016304,IC,Invest Cont
200715858,AO,Adult Other
201813662,IC,Invest Cont
201917990,AO,Adult Other
201011012,AO,Adult Other
200511375,AA,Adult Arrest
200815931,IC,Invest Cont
200512787,AA,Adult Arrest
211304060,IC,Invest Cont
201409314,IC,Invest Cont
201609069,AO,Adult Other
200110587,AO,Adult Other
201413608,AO,Adult Other
200516671,IC,Invest Cont
200904086,IC,Invest Cont
201806649,IC,Invest Cont
201221367,IC,Invest Cont
201613929,AO,Adult Other
201306584,IC,Invest Cont
201914416,AO,Adult Other
201715053,AO,Adult Other
201115086,AO,Adult Other
201712654,AO,Adult Other
200806361,IC,Invest Cont
201816190,IC,Invest Cont
200322092,IC,Invest Cont
200504095,AA,Adult Arrest
200707938,AO,Adult Other
201610400,AO,Adult Other
201912804,AO,Adult Other
200509593,IC,Invest Cont
201612394,AA,Adult Arrest
200517344,AO,Adult Other
201817448,IC,Invest Cont
201612215,IC,Invest Cont
201607575,IC,Invest Cont
200316207,IC,Invest Cont
200506874,IC,Invest Cont
200316285,IC,Invest Cont
201514369,AA,Adult Arrest
200406495,AA,Adult Arrest
201611801,IC,Invest Cont
200610672,AA,Adult Arrest
202111727,AO,Adult Other
201907226,AO,Adult Other
200306900,IC,Invest Cont
211804358,IC,Invest Cont
201415705,IC,Invest Cont
211704025,AO,Adult Other
200509827,AA,Adult Arrest
201820281,IC,Invest Cont
202015296,AO,Adult Other
200509575,AO,Adult Other
201805516,IC,Invest Cont
200617872,IC,Invest Cont
200910408,IC,Invest Cont
200211131,AA,Adult Arrest
200506861,AA,Adult Arrest
200412431,AA,Adult Arrest
201204874,AO,Adult Other
201610612,IC,Invest Cont
200115496,AO,Adult Other
201804577,IC,Invest Cont
202116264,IC,Invest Cont
201710678,AO,Adult Other
201221279,AO,Adult Other
201108453,AO,Adult Other
201912778,AO,Adult Other
201917387,IC,Invest Cont
200610230,AA,Adult Arrest
200416338,IC,Invest Cont
201714168,IC,Invest Cont
200416105,AO,Adult Other
200813112,AA,Adult Arrest
200609441,AA,Adult Arrest
200514508,AA,Adult Arrest
201308597,IC,Invest Cont
201227260,IC,Invest Cont
201007170,AA,Adult Arrest
200208026,IC,Invest Cont
200516362,AA,Adult Arrest
201906167,AA,Adult Arrest
200117142,AO,Adult Other
201817336,AO,Adult Other
210304212,AO,Adult Other
201008427,AO,Adult Other
200807346,AA,Adult Arrest
202117233,AO,Adult Other
201707248,AA,Adult Arrest
201711271,AA,Adult Arrest
201610345,AO,Adult Other
201310147,IC,Invest Cont
201510559,AA,Adult Arrest
210104542,AO,Adult Other
201404725,IC,Invest Cont
200515010,IC,Invest Cont
200413039,IC,Invest Cont
201408964,IC,Invest Cont
201112871,AO,Adult Other
201309958,IC,Invest Cont
202007480,AA,Adult Arrest
201612463,AO,Adult Other
201809080,IC,Invest Cont
201314778,IC,Invest Cont
202112994,AA,Adult Arrest
200606964,IC,Invest Cont
202117476,AA,Adult Arrest
201109121,IC,Invest Cont
200322188,IC,Invest Cont
201704808,IC,Invest Cont
201321619,AO,Adult Other
201110385,AO,Adult Other
201208349,IC,Invest Cont
201110221,AO,Adult Other
200317283,AO,Adult Other
200708209,AO,Adult Other
200813202,AO,Adult Other
201705229,IC,Invest Cont
201611389,AA,Adult Arrest
201116103,AO,Adult Other
200304756,IC,Invest Cont
200509261,AA,Adult Arrest
201313308,AO,Adult Other
201114668,AO,Adult Other
201610957,AA,Adult Arrest
200715713,IC,Invest Cont
200511837,AA,Adult Arrest
201913005,IC,Invest Cont
200814027,AO,Adult Other
201113919,AO,Adult Other
200307256,IC,Invest Cont
201904077,IC,Invest Cont
200319106,IC,Invest Cont
201319916,IC,Invest Cont
201208967,AO,Adult Other
200304159,AO,Adult Other
200809688,AO,Adult Other
201709026,IC,Invest Cont
201509079,AO,Adult Other
201911937,AO,Adult Other
201812269,AA,Adult Arrest
201611233,AO,Adult Other
201316188,IC,Invest Cont
202012192,AO,Adult Other
200516114,AA,Adult Arrest
201821119,IC,Invest Cont
201106167,AO,Adult Other
201114393,AO,Adult Other
200510718,IC,Invest Cont
201610676,AO,Adult Other
201513680,AA,Adult Arrest
200410312,IC,Invest Cont
201013697,AA,Adult Arrest
201209345,AA,Adult Arrest
201319453,AO,Adult Other
201108040,AA,Adult Arrest
200516361,AO,Adult Other
202108188,IC,Invest Cont
200205982,AO,Adult Other
201517767,AA,Adult Arrest
201611995,AO,Adult Other
201713411,AA,Adult Arrest
200117471,IC,Invest Cont
201708751,IC,Invest Cont
201606327,AA,Adult Arrest
200513835,IC,Invest Cont
200404271,AO,Adult Other
202004741,AO,Adult Other
200405576,AO,Adult Other
201304971,IC,Invest Cont
201909604,IC,Invest Cont
200506522,AA,Adult Arrest
202111562,AA,Adult Arrest
201415436,IC,Invest Cont
200916053,AA,Adult Arrest
200206069,IC,Invest Cont
202113936,AA,Adult Arrest
200909578,AO,Adult Other
200915741,IC,Invest Cont
201608755,IC,Invest Cont
201317471,IC,Invest Cont
200413705,IC,Invest Cont
200308895,AO,Adult Other
201613075,AA,Adult Arrest
200612888,AA,Adult Arrest
201213194,AO,Adult Other
201915134,IC,Invest Cont
201812130,AO,Adult Other
201222083,IC,Invest Cont
200710147,IC,Invest Cont
202115315,IC,Invest Cont
202116287,AO,Adult Other
200513412,IC,Invest Cont
200913835,IC,Invest Cont
202108497,AA,Adult Arrest
200410116,AO,Adult Other
201809776,IC,Invest Cont
201206607,IC,Invest Cont
201807473,IC,Invest Cont
201211854,IC,Invest Cont
202107080,AO,Adult Other
200613199,AO,Adult Other
201314856,IC,Invest Cont
200316950,IC,Invest Cont
201811346,AA,Adult Arrest
200716200,AO,Adult Other
200210209,AO,Adult Other
200118463,AA,Adult Arrest
201607591,AA,Adult Arrest
201814701,IC,Invest Cont
200911087,IC,Invest Cont
202009258,AA,Adult Arrest
200410089,AO,Adult Other
201916302,AO,Adult Other
201321940,IC,Invest Cont
202014353,AA,Adult Arrest
201319913,IC,Invest Cont
202010784,AO,Adult Other
201422385,IC,Invest Cont
201316138,IC,Invest Cont
200309845,IC,Invest Cont
200214907,AO,Adult Other
200110692,AA,Adult Arrest
200514225,IC,Invest Cont
201904775,IC,Invest Cont
201807461,IC,Invest Cont
200705077,AA,Adult Arrest
200507541,AA,Adult Arrest
200308781,AA,Adult Arrest
201811483,IC,Invest Cont
200308902,IC,Invest Cont
200807540,IC,Invest Cont
201811969,IC,Invest Cont
201614908,AA,Adult Arrest
200204136,AO,Adult Other
201822501,IC,Invest Cont
200917463,AO,Adult Other
201911493,AO,Adult Other
200814687,IC,Invest Cont
200312484,IC,Invest Cont
200717421,AO,Adult Other
200813770,AA,Adult Arrest
200510647,IC,Invest Cont
201313243,AO,Adult Other
201305759,IC,Invest Cont
202014924,AA,Adult Arrest
201711059,AA,Adult Arrest
201011645,IC,Invest Cont
201611751,AA,Adult Arrest
201912204,AA,Adult Arrest
200212747,IC,Invest Cont
201917362,IC,Invest Cont
200508861,IC,Invest Cont
201115857,AA,Adult Arrest
201806171,IC,Invest Cont
202011684,AO,Adult Other
201220080,AO,Adult Other
200813508,AO,Adult Other
201813113,IC,Invest Cont
200414893,AO,Adult Other
201609790,IC,Invest Cont
200814835,IC,Invest Cont
202107104,IC,Invest Cont
200214134,AO,Adult Other
201223866,IC,Invest Cont
201305459,IC,Invest Cont
200321404,IC,Invest Cont
201913091,AA,Adult Arrest
201907485,IC,Invest Cont
202114525,IC,Invest Cont
202010364,AA,Adult Arrest
202112277,AO,Adult Other
201205767,AO,Adult Other
200416421,AO,Adult Other
201111489,AA,Adult Arrest
202015209,IC,Invest Cont
200212544,AA,Adult Arrest
200914297,AA,Adult Arrest
201421319,IC,Invest Cont
200518186,AO,Adult Other
202008746,AA,Adult Arrest
200305439,IC,Invest Cont
201905577,IC,Invest Cont
201908073,IC,Invest Cont
202006473,AO,Adult Other
201112770,IC,Invest Cont
200404341,IC,Invest Cont
200908079,AA,Adult Arrest
200306783,IC,Invest Cont
200513018,AA,Adult Arrest
201611561,AA,Adult Arrest
201610608,IC,Invest Cont
201808922,AO,Adult Other
201914048,IC,Invest Cont
202017592,AA,Adult Arrest
201804892,AA,Adult Arrest
201710910,AO,Adult Other
202011998,IC,Invest Cont
202116793,AO,Adult Other
201913883,IC,Invest Cont
201610610,IC,Invest Cont
200511383,IC,Invest Cont
200509204,AO,Adult Other
201911595,AA,Adult Arrest
200205826,AA,Adult Arrest
201512981,IC,Invest Cont
201307359,IC,Invest Cont
200407122,AO,Adult Other
201608199,IC,Invest Cont
201910136,IC,Invest Cont
201911038,AA,Adult Arrest
202114024,IC,Invest Cont
201917478,AO,Adult Other
201116202,AO,Adult Other
200408338,IC,Invest Cont
201009080,IC,Invest Cont
200319750,IC,Invest Cont
200412502,AO,Adult Other
201613984,AO,Adult Other
200304439,IC,Invest Cont
201907910,AO,Adult Other
200313873,AA,Adult Arrest
201808975,AA,Adult Arrest
200218569,AA,Adult Arrest
201912570,AO,Adult Other
200205035,AO,Adult Other
202013557,IC,Invest Cont
201317008,AA,Adult Arrest
201910205,AO,Adult Other
202014505,AO,Adult Other
200913258,AO,Adult Other
200413166,AO,Adult Other
201008506,IC,Invest Cont
201304174,AO,Adult Other
201814259,AO,Adult Other
200814393,AO,Adult Other
200320031,AO,Adult Other
200411215,IC,Invest Cont
200714978,AO,Adult Other
200512758,AA,Adult Arrest
201615249,IC,Invest Cont
201210514,AO,Adult Other
201610611,IC,Invest Cont
201310091,IC,Invest Cont
200709002,AO,Adult Other
201915583,IC,Invest Cont
201817634,IC,Invest Cont
201013809,AO,Adult Other
201908136,AO,Adult Other
202114635,IC,Invest Cont
200813277,AA,Adult Arrest
200715197,AO,Adult Other
202112420,AA,Adult Arrest
200414742,IC,Invest Cont
202116150,AO,Adult Other
201800761,IC,Invest Cont
201107071,AA,Adult Arrest
200813557,IC,Invest Cont
202008879,IC,Invest Cont
201210918,IC,Invest Cont
200516766,AO,Adult Other
201811793,IC,Invest Cont
201908184,AO,Adult Other
200407890,IC,Invest Cont
201814345,IC,Invest Cont
201809714,IC,Invest Cont
201320239,AA,Adult Arrest
201817447,AO,Adult Other
201510949,AO,Adult Other
201206470,IC,Invest Cont
200408211,IC,Invest Cont
201709383,AO,Adult Other
201917226,IC,Invest Cont
201612214,AA,Adult Arrest
200500845,IC,Invest Cont
200611197,AA,Adult Arrest
200406138,IC,Invest Cont
201312091,AO,Adult Other
200704801,IC,Invest Cont
200512077,AA,Adult Arrest
201305057,IC,Invest Cont
201712391,IC,Invest Cont
200509258,AA,Adult Arrest
201206417,AO,Adult Other
201916162,AO,Adult Other
200411812,AO,Adult Other
202013803,AO,Adult Other
200808695,IC,Invest Cont
200109474,IC,Invest Cont
200617898,AO,Adult Other
200814074,IC,Invest Cont
201914478,IC,Invest Cont
200715855,AA,Adult Arrest
200916868,AO,Adult Other
201006245,AO,Adult Other
200214180,AO,Adult Other
201114704,AO,Adult Other
201105347,IC,Invest Cont
201805692,AA,Adult Arrest
201105872,AA,Adult Arrest
200516483,AA,Adult Arrest
201809060,AA,Adult Arrest
201321268,IC,Invest Cont
201113560,AO,Adult Other
200619543,IC,Invest Cont
202004452,IC,Invest Cont
201106162,AO,Adult Other
202111084,AO,Adult Other
201705453,AA,Adult Arrest
201607255,IC,Invest Cont
200411811,AO,Adult Other
201210345,AA,Adult Arrest
201311075,IC,Invest Cont
200318479,AA,Adult Arrest
202113924,AA,Adult Arrest
200707255,AO,Adult Other
200317346,AO,Adult Other
200510837,IC,Invest Cont
200406588,IC,Invest Cont
200814683,IC,Invest Cont
202115670,AO,Adult Other
201915378,AA,Adult Arrest
200214318,AO,Adult Other
202111485,AA,Adult Arrest
200322393,IC,Invest Cont
201912035,IC,Invest Cont
201814300,IC,Invest Cont
202017190,IC,Invest Cont
202004549,IC,Invest Cont
201513820,AO,Adult Other
201817318,IC,Invest Cont
201808718,IC,Invest Cont
202115970,AA,Adult Arrest
201816991,IC,Invest Cont
200510283,AA,Adult Arrest
201900547,IC,Invest Cont
200716881,IC,Invest Cont
201817320,IC,Invest Cont
202014339,AA,Adult Arrest
201300862,IC,Invest Cont
201504273,AO,Adult Other
200611918,AA,Adult Arrest
200414169,IC,Invest Cont
200619255,IC,Invest Cont
201713808,IC,Invest Cont
202114538,AA,Adult Arrest
201918261,IC,Invest Cont
200916685,IC,Invest Cont
200413084,AO,Adult Other
202115864,AO,Adult Other
201905044,IC,Invest Cont
200118694,IC,Invest Cont
200507005,IC,Invest Cont
201918244,AA,Adult Arrest
201821192,IC,Invest Cont
200305398,AO,Adult Other
200320352,IC,Invest Cont
200716087,AO,Adult Other
200210318,IC,Invest Cont
201605224,AA,Adult Arrest
200514934,AA,Adult Arrest
201808474,IC,Invest Cont
201918260,IC,Invest Cont
200909821,AO,Adult Other
200414615,IC,Invest Cont
201817992,IC,Invest Cont
201611183,AO,Adult Other
201918366,IC,Invest Cont
200806355,IC,Invest Cont
200610231,AO,Adult Other
202107064,IC,Invest Cont
201700903,AA,Adult Arrest
200510083,AA,Adult Arrest
201319167,IC,Invest Cont
202008691,IC,Invest Cont
201308750,IC,Invest Cont
200415034,IC,Invest Cont
201715307,AO,Adult Other
201911690,AA,Adult Arrest
201319020,IC,Invest Cont
201205497,AO,Adult Other
200306365,AO,Adult Other
200514352,IC,Invest Cont
201822078,IC,Invest Cont
201010989,IC,Invest Cont
201614838,IC,Invest Cont
200517681,AA,Adult Arrest
200513417,IC,Invest Cont
200608973,AO,Adult Other
200914869,AO,Adult Other
200413322,AO,Adult Other
201508885,AA,Adult Arrest
201904708,IC,Invest Cont
201912947,AA,Adult Arrest
201813981,IC,Invest Cont
201911721,IC,Invest Cont
202015118,IC,Invest Cont
201706432,AA,Adult Arrest
200313918,IC,Invest Cont
201907780,AO,Adult Other
201912787,IC,Invest Cont
201710600,AO,Adult Other
200316172,IC,Invest Cont
200213188,AO,Adult Other
201116677,AA,Adult Arrest
201518438,AO,Adult Other
200811985,AO,Adult Other
200413170,AO,Adult Other
200208549,AO,Adult Other
201908503,IC,Invest Cont
201609599,AO,Adult Other
201111124,AO,Adult Other
202010294,AO,Adult Other
200117314,AA,Adult Arrest
201108683,AO,Adult Other
201115994,AO,Adult Other
201909001,IC,Invest Cont
201816656,IC,Invest Cont
200322269,AO,Adult Other
201607788,AA,Adult Arrest
200816978,AO,Adult Other
200508171,AA,Adult Arrest
201305113,IC,Invest Cont
202005654,AA,Adult Arrest
201807982,IC,Invest Cont
200211025,AO,Adult Other
202000772,IC,Invest Cont
200309490,AO,Adult Other
201319440,IC,Invest Cont
201008249,AO,Adult Other
200414721,AO,Adult Other
201910849,AA,Adult Arrest
202110481,IC,Invest Cont
201416713,AA,Adult Arrest
201406258,AO,Adult Other
202111658,AO,Adult Other
200114212,AO,Adult Other
201419257,IC,Invest Cont
201700562,AA,Adult Arrest
201313946,AA,Adult Arrest
201410814,IC,Invest Cont
200207460,AO,Adult Other
200516452,IC,Invest Cont
201816170,AO,Adult Other
200312077,IC,Invest Cont
201205829,IC,Invest Cont
200320574,AA,Adult Arrest
200314565,IC,Invest Cont
201308427,IC,Invest Cont
201904304,AA,Adult Arrest
201415775,IC,Invest Cont
201713553,AA,Adult Arrest
201916501,AA,Adult Arrest
200806490,AO,Adult Other
201605860,IC,Invest Cont
200513405,IC,Invest Cont
201321515,AO,Adult Other
200120669,AO,Adult Other
202006780,IC,Invest Cont
200411122,AO,Adult Other
202007271,AO,Adult Other
201412845,IC,Invest Cont
200507948,AO,Adult Other
200411405,IC,Invest Cont
200504163,AA,Adult Arrest
200411361,AO,Adult Other
201615823,IC,Invest Cont
200918043,IC,Invest Cont
201006784,IC,Invest Cont
200814394,AO,Adult Other
200304747,IC,Invest Cont
200507182,IC,Invest Cont
200509474,AA,Adult Arrest
202014963,IC,Invest Cont
201907000,AA,Adult Arrest
201815767,IC,Invest Cont
200616225,IC,Invest Cont
200309446,IC,Invest Cont
201914349,AO,Adult Other
200112285,AO,Adult Other
201206775,AO,Adult Other
201813605,IC,Invest Cont
200416199,AA,Adult Arrest
200212012,AO,Adult Other
200710393,IC,Invest Cont
201613103,AA,Adult Arrest
200808803,AA,Adult Arrest
200405431,IC,Invest Cont
200516510,IC,Invest Cont
200507545,AA,Adult Arrest
200413072,AO,Adult Other
200514574,AA,Adult Arrest
201908938,AO,Adult Other
201916890,IC,Invest Cont
201910059,IC,Invest Cont
201611378,IC,Invest Cont
200210926,IC,Invest Cont
201821676,IC,Invest Cont
201709543,AA,Adult Arrest
201909094,IC,Invest Cont
202116156,AO,Adult Other
201408153,AA,Adult Arrest
201110611,AO,Adult Other
200306303,AO,Adult Other
201321292,IC,Invest Cont
201811138,AO,Adult Other
201218644,IC,Invest Cont
201111488,AO,Adult Other
202109380,AA,Adult Arrest
201911958,IC,Invest Cont
201710915,AA,Adult Arrest
201217233,IC,Invest Cont
200617841,AO,Adult Other
202014109,AO,Adult Other
200516888,AO,Adult Other
200908548,AA,Adult Arrest
200312330,AA,Adult Arrest
200816340,AO,Adult Other
200315875,AA,Adult Arrest
201208920,IC,Invest Cont
201206613,IC,Invest Cont
200513422,IC,Invest Cont
200805624,AO,Adult Other
200109300,IC,Invest Cont
201917775,AO,Adult Other
200515058,AA,Adult Arrest
201913309,AA,Adult Arrest
200509762,IC,Invest Cont
202018425,IC,Invest Cont
201321729,IC,Invest Cont
201006194,AO,Adult Other
202111553,AO,Adult Other
200218498,AO,Adult Other
201107706,AO,Adult Other
201811027,IC,Invest Cont
200408027,AO,Adult Other
200909286,AA,Adult Arrest
200810650,AA,Adult Arrest
201319438,AA,Adult Arrest
200321990,AA,Adult Arrest
200306600,AO,Adult Other
202116007,AO,Adult Other
200906630,AO,Adult Other
201913844,AO,Adult Other
200508976,AO,Adult Other
200510633,AO,Adult Other
201008469,AA,Adult Arrest
201307961,IC,Invest Cont
200209614,IC,Invest Cont
201814809,IC,Invest Cont
201014131,AA,Adult Arrest
200511988,AO,Adult Other
200709524,AA,Adult Arrest
201312584,IC,Invest Cont
200515814,AA,Adult Arrest
201116081,AO,Adult Other
201808817,IC,Invest Cont
200516405,AA,Adult Arrest
201109131,IC,Invest Cont
201812400,IC,Invest Cont
201308717,IC,Invest Cont
201225070,AA,Adult Arrest
201215184,AO,Adult Other
202115463,AA,Adult Arrest
211206395,AO,Adult Other
201411926,IC,Invest Cont
201008522,AA,Adult Arrest
200406509,AO,Adult Other
201300869,IC,Invest Cont
202110158,AO,Adult Other
200414258,IC,Invest Cont
201409340,AO,Adult Other
201714780,AO,Adult Other
202006363,AO,Adult Other
200409152,IC,Invest Cont
200313200,AO,Adult Other
201600893,AA,Adult Arrest
201518662,AO,Adult Other
202009788,AO,Adult Other
201817107,IC,Invest Cont
202008880,AO,Adult Other
200914090,AO,Adult Other
202116265,IC,Invest Cont
200604287,AO,Adult Other
200616427,IC,Invest Cont
200909069,AA,Adult Arrest
200407806,IC,Invest Cont
201510619,AA,Adult Arrest
200322275,IC,Invest Cont
200218359,AO,Adult Other
201410824,IC,Invest Cont
202107813,IC,Invest Cont
201917978,AA,Adult Arrest
200317052,IC,Invest Cont
201608282,AA,Adult Arrest
201611526,IC,Invest Cont
201006750,AA,Adult Arrest
201915627,IC,Invest Cont
201223854,IC,Invest Cont
201911525,AA,Adult Arrest
200511685,AA,Adult Arrest
201709470,AO,Adult Other
200612651,IC,Invest Cont
202010570,IC,Invest Cont
200318522,IC,Invest Cont
200916179,AO,Adult Other
200307620,IC,Invest Cont
200110458,AO,Adult Other
200313120,AO,Adult Other
200913442,AO,Adult Other
200315154,AA,Adult Arrest
201708259,AA,Adult Arrest
200316037,AA,Adult Arrest
201308748,IC,Invest Cont
201906326,AO,Adult Other
200411261,AO,Adult Other
201821874,IC,Invest Cont
201815154,IC,Invest Cont
200516537,AA,Adult Arrest
201225397,IC,Invest Cont
202112995,AA,Adult Arrest
201805281,IC,Invest Cont
201822639,IC,Invest Cont
201108260,AO,Adult Other
200119479,AO,Adult Other
200516730,AA,Adult Arrest
201315678,AA,Adult Arrest
201715158,AA,Adult Arrest
200514708,AO,Adult Other
201821272,AO,Adult Other
200814338,AO,Adult Other
201607143,AA,Adult Arrest
201207544,AO,Adult Other
202115665,AO,Adult Other
200214014,AO,Adult Other
201809339,IC,Invest Cont
201815500,IC,Invest Cont
201007219,AO,Adult Other
202114231,AO,Adult Other
202018833,AO,Adult Other
200212366,AO,Adult Other
200606773,AO,Adult Other
200322232,AA,Adult Arrest
200511631,AA,Adult Arrest
200708494,AO,Adult Other
201908282,IC,Invest Cont
201319914,IC,Invest Cont
200411268,AA,Adult Arrest
200707621,IC,Invest Cont
201005352,AO,Adult Other
201816081,AO,Adult Other
202005867,IC,Invest Cont
200213968,AO,Adult Other
201319466,IC,Invest Cont
201911452,AA,Adult Arrest
200211321,IC,Invest Cont
201909339,IC,Invest Cont
200316661,AA,Adult Arrest
201212169,AO,Adult Other
201314005,AO,Adult Other
201910141,IC,Invest Cont
201815888,IC,Invest Cont
200407983,IC,Invest Cont
201115830,AA,Adult Arrest
201310016,IC,Invest Cont
201712949,AO,Adult Other
200707685,AA,Adult Arrest
200915117,IC,Invest Cont
201307593,IC,Invest Cont
200313069,AO,Adult Other
201610609,IC,Invest Cont
200414733,IC,Invest Cont
200307554,AO,Adult Other
200508916,AA,Adult Arrest
200612087,AO,Adult Other
201304882,IC,Invest Cont
201108023,AA,Adult Arrest
200814057,AO,Adult Other
202105164,AA,Adult Arrest
200313403,IC,Invest Cont
201608490,IC,Invest Cont
201917876,AA,Adult Arrest
200506159,AO,Adult Other
201315164,IC,Invest Cont
201708152,AO,Adult Other
201609367,AA,Adult Arrest
201812498,IC,Invest Cont
200314638,AO,Adult Other
200508414,IC,Invest Cont
201113140,AO,Adult Other
201406631,AO,Adult Other
201206903,IC,Invest Cont
202107841,IC,Invest Cont
202106541,AO,Adult Other
200516581,AA,Adult Arrest
202106483,AA,Adult Arrest
200312894,AO,Adult Other
200512436,AO,Adult Other
201518981,AA,Adult Arrest
202117515,AO,Adult Other
201615969,IC,Invest Cont
201308995,IC,Invest Cont
202006549,AO,Adult Other
201224444,IC,Invest Cont
202111170,IC,Invest Cont
201114394,AO,Adult Other
200320096,AO,Adult Other
202110454,AA,Adult Arrest
200514221,IC,Invest Cont
201320172,IC,Invest Cont
201912985,IC,Invest Cont
200509114,AO,Adult Other
200615794,IC,Invest Cont
201905183,AO,Adult Other
202109521,AA,Adult Arrest
200304531,AO,Adult Other
200714944,AO,Adult Other
200514480,AA,Adult Arrest
201312370,IC,Invest Cont
200506737,AO,Adult Other
201105443,AA,Adult Arrest
202112885,AO,Adult Other
201611547,AA,Adult Arrest
201821440,IC,Invest Cont
201818051,IC,Invest Cont
200515651,AA,Adult Arrest
201109035,AO,Adult Other
200512080,AO,Adult Other
201708816,AO,Adult Other
201715901,AO,Adult Other
200506875,AA,Adult Arrest
200312362,IC,Invest Cont
200509050,IC,Invest Cont
200120305,AO,Adult Other
200105470,AA,Adult Arrest
201404567,AA,Adult Arrest
201912209,IC,Invest Cont
201711842,AO,Adult Other
201225478,AO,Adult Other
200315537,IC,Invest Cont
200512118,AA,Adult Arrest
200405294,AO,Adult Other
201404890,IC,Invest Cont
201900821,AA,Adult Arrest
200413700,IC,Invest Cont
200909932,AO,Adult Other
201915640,AA,Adult Arrest
201015304,AO,Adult Other
201321585,IC,Invest Cont
201808506,IC,Invest Cont
200715762,AA,Adult Arrest
201820008,IC,Invest Cont
200213712,IC,Invest Cont
201007634,AA,Adult Arrest
202115708,AO,Adult Other
200118784,IC,Invest Cont
200913969,IC,Invest Cont
201104088,AO,Adult Other
201917943,AO,Adult Other
200517717,AO,Adult Other
200315421,AO,Adult Other
201815547,IC,Invest Cont
201116227,AO,Adult Other
202005205,AO,Adult Other
201104942,IC,Invest Cont
202116042,AO,Adult Other
200912106,AA,Adult Arrest
201821391,IC,Invest Cont
200411902,IC,Invest Cont
202114115,IC,Invest Cont
201915133,AO,Adult Other
201316636,IC,Invest Cont
200106171,AO,Adult Other
201400723,AA,Adult Arrest
201913841,AA,Adult Arrest
201417170,AA,Adult Arrest
201412270,AA,Adult Arrest
202109532,AO,Adult Other
201609256,IC,Invest Cont
202004787,AO,Adult Other
201221327,AO,Adult Other
201206037,AO,Adult Other
200210129,AO,Adult Other
201706981,AO,Adult Other
200611137,IC,Invest Cont
200912773,IC,Invest Cont
200515353,AO,Adult Other
200712202,IC,Invest Cont
201810270,IC,Invest Cont
200512549,IC,Invest Cont
201104730,AO,Adult Other
201409750,IC,Invest Cont
200517682,AA,Adult Arrest
200211407,IC,Invest Cont
201808035,IC,Invest Cont
200809932,IC,Invest Cont
201318568,AO,Adult Other
201313092,IC,Invest Cont
200917557,IC,Invest Cont
201710364,AO,Adult Other
200321502,IC,Invest Cont
201811417,AO,Adult Other
201615153,IC,Invest Cont
201222823,AO,Adult Other
201911790,AA,Adult Arrest
200412634,IC,Invest Cont
200513290,AO,Adult Other
201505401,IC,Invest Cont
200608859,IC,Invest Cont
200604286,AO,Adult Other
200208631,AO,Adult Other
200510166,AA,Adult Arrest
201311915,AO,Adult Other
200106736,IC,Invest Cont
201705491,AO,Adult Other
202004642,AA,Adult Arrest
200314460,IC,Invest Cont
200606156,IC,Invest Cont
200500691,IC,Invest Cont
201604968,AA,Adult Arrest
201604132,IC,Invest Cont
200217073,AO,Adult Other
201220541,AO,Adult Other
201611728,IC,Invest Cont
200120623,AO,Adult Other
201314379,IC,Invest Cont
201918406,AA,Adult Arrest
200507313,IC,Invest Cont
201224759,AO,Adult Other
202113130,AO,Adult Other
200406352,IC,Invest Cont
200814640,IC,Invest Cont
201820379,AA,Adult Arrest
201816633,AA,Adult Arrest
200215826,AO,Adult Other
200211386,AO,Adult Other
201905184,AA,Adult Arrest
202109635,AO,Adult Other
200507543,AA,Adult Arrest
200815327,AO,Adult Other
202111677,AA,Adult Arrest
200310638,AO,Adult Other
201012017,AO,Adult Other
201906677,AO,Adult Other
200406066,IC,Invest Cont
201906239,AO,Adult Other
201013675,AA,Adult Arrest
200110124,AO,Adult Other
201112448,AO,Adult Other
201104258,AO,Adult Other
200708427,IC,Invest Cont
202011945,AO,Adult Other
201713101,AO,Adult Other
201314568,IC,Invest Cont
201309151,IC,Invest Cont
200320216,IC,Invest Cont
200608136,AA,Adult Arrest
201411661,AA,Adult Arrest
200508625,AA,Adult Arrest
210504423,AA,Adult Arrest
201819732,IC,Invest Cont
201007366,IC,Invest Cont
200512371,IC,Invest Cont
